taxon_oid,Domain,Sequencing Status,Study Name,Genome Name / Sample Name,Sequencing Center,IMG Genome ID ,Genome Size   * assembled,Gene Count   * assembled
2643221835,Bacteria,Permanent Draft,Genome sequencing of Arabidopsis leaf and root microbiota representing the majority of bacterial species in their natural communities,Methylobacterium sp. Leaf85,Max Planck Institute for Plant Breeding Research,2643221835,5143223,4893
2627854282,Bacteria,Permanent Draft,Mesorhizobium from Acacia nodules in Senegal - CIRAD,Mesorhizobium plurifarium ORS3356,French Agricultural Research Centre for International Development (CIRAD),2627854282,7633889,7417
2617271278,Bacteria,Permanent Draft,Rhizobium sp. YS-1r Genome sequencing,Rhizobium sp. YS-1r,Oklahoma State University,2617271278,6385152,6114
2654588020,Bacteria,Finished,Sphingobium sp. YBL2 genome sequencing,Sphingobium sp. YBL2,Nanjing Agricultural University,2654588020,5427419,5184
2791355195,Bacteria,Permanent Draft,Bradyrhizobium stylosanthis BR 446 genome sequencing,Bradyrhizobium stylosanthis BR 446,Embrapa Soja,2791355195,8799153,8213
637000159,Bacteria,Finished,Mesorhizobium loti MAFF303099,Mesorhizobium japonicum MAFF 303099,Kazusa DNA Research Institute,637000159,7596297,7356
2643221870,Bacteria,Permanent Draft,Genome sequencing of Arabidopsis leaf and root microbiota representing the majority of bacterial species in their natural communities,Methylobacterium sp. Leaf108,Max Planck Institute for Plant Breeding Research,2643221870,4465774,4160
2510065076,Bacteria,Finished,"Analysis of the clover, pea/bean and lupin microsymbiont genetic pool by studying isolates from distinct Vavilov centres of diversity",Rhizobium leguminosarum bv. trifolii CB782,DOE Joint Genome Institute (JGI),2510065076,6703653,6559
2728368995,Bacteria,Permanent Draft,Erythrobacter sp. AP23 Genome sequencing and assembly,Erythrobacter sp. AP23,Xiamen university,2728368995,3402103,3302
2502376840,Bacteria,Permanent Draft,Prosthecomicrobium hirschii ATCC 27832,Prosthecomicrobium hirschii ATCC 27832,,2502376840,6404881,5427
2706795030,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase III (KMG-III): the genomes of soil and plant-associated and newly described type strains",Sphingopyxis flava R11H,DOE Joint Genome Institute (JGI),2706795030,4155299,4244
2687453792,Bacteria,Permanent Draft,"Populus root and rhizosphere microbial communities from Tennessee, USA",Sphingobium sp. YR768,DOE Joint Genome Institute (JGI),2687453792,5730440,5427
2791355134,Bacteria,Permanent Draft,Genome sequencing of Mesorhizobia from legumes,Mesorhizobium sp. WSM4304,Curtin University,2791355134,7316826,7056
2918956041,Bacteria,Permanent Draft,Dissecting the diversity of rare earth-dependent plant-microbiome interactions,Methylorubrum extorquens SLI 231,DOE Joint Genome Institute (JGI),2918956041,5596328,5393
2684622649,Bacteria,Finished,Aminobacter aminovorans strain:KCTC 2477 Genome sequencing and assembly,Aminobacter aminovorans KCTC 2477,"KCTC (Korean Collection for Type Cultures), Korea Research Institute of Bioscience and Biotechnology",2684622649,6890726,6744
2788499875,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase IV (KMG-V): Genome sequencing to study the core and pangenomes of soil and plant-associated prokaryotes",Novosphingobium sp. PhB55,DOE Joint Genome Institute (JGI),2788499875,5737209,5078
2515154114,Bacteria,Permanent Draft,GEBA - Root Nodulating Bacteria,Rhizobium leguminosarum bv. viciae Vh3,DOE Joint Genome Institute (JGI),2515154114,7848616,7647
2597490171,Bacteria,Permanent Draft,Sphingobium sp. ba1 Genome sequencing,Sphingobium sp. ba1,IBBE Istituto di biomembrane e bioenergetica,2597490171,4459791,4485
2630968510,Bacteria,Permanent Draft,Genome sequencing of  Xanthomonas cannabis pv. cannabis strains,Xanthomonas cannabis pv. cannabis NCPPB 3753,Institut de Recherche pour le Developpement,2630968510,4837471,4226
2906699335,Bacteria,Permanent Draft,"Groundwater microbial communities from Trento, Italy",Sphingomonas sp. 3F27F9,University of Trento,2906699335,4572108,4471
2873554119,Bacteria,Finished,Lichenihabitans psoromatis PAMC 29148 genome sequencing,Lichenihabitans psoromatis PAMC 29148,KOREA POLAR RESEARCH INSTITUTE,2873554119,4836481,4712
640427104,Bacteria,Finished,Bradyrhizobium sp. ORS278,Bradyrhizobium sp. ORS278,CEA Genoscope,640427104,7456587,6825
2551306483,Bacteria,Permanent Draft,Sandarakinorhabdus sp. AAP62,Sandarakinorhabdus sp. AAP62,"Institute of Microbiology of the ASCR, v. v. i.",2551306483,3131544,2983
2788499980,Bacteria,Permanent Draft,Draft Metagenome-assembled Genomes from Global Oceans - TOBG MAGs,Erythrobacteraceae bacterium RS397,,2788499980,2309437,2368
2823960325,Bacteria,Permanent Draft,Multi-cycle Selection of Sorghum Microbiomes for Biological Nitrogen Fixation,Rhizobium sp. SG526,DOE Joint Genome Institute (JGI),2823960325,7014132,6810
2843237373,Bacteria,Finished,Sphingobium sp. LF-16 LF-16 genome sequencing,Sphingobium sp. LF-16 LF-16,Guangxi University,2843237373,4572548,4433
2784132094,Bacteria,Permanent Draft,Rhizobium sp. NAU-18,Rhizobium sp. NAU-18,Nanjing Agricultural University,2784132094,6966499,6668
2922368715,Bacteria,Permanent Draft,Genome Sequencing of Bradyrhizobium sp. 1S5,Bradyrhizobium sp.144S4,Agriculture and Agri-Food Canada,2922368715,10654307,10683
2517434009,Bacteria,Permanent Draft,Genomes of fifty methylotrophs isolated from Lake Washington,Hoeflea sp. 108,DOE Joint Genome Institute (JGI),2517434009,6112094,5977
2791355129,Bacteria,Permanent Draft,Genome sequencing of Mesorhizobia from legumes,Mesorhizobium sp. WSM3860,Curtin University,2791355129,6372779,6157
2912108903,Bacteria,Finished,Comparative Genomics of Select Completed Symbiotic Mesorhizobium Genomes,Mesorhizobium sp. NZP2077,University of Otago,2912108903,7689947,7776
2849991896,Bacteria,Permanent Draft,Rhodopseudomonas palustris XCP genome sequencing,Rhodopseudomonas palustris XCP,Bellevue University,2849991896,5590663,5317
2718218440,Bacteria,Finished,Sphingomonas koreensis ABOJV Genome sequencing,Sphingomonas koreensis ABOJV,National Human Genome Research Institute,2718218440,4819238,4743
2828337626,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase IV (KMG-IV): sequencing the most valuable type-strain genomes for metagenomic binning, comparative biology and taxonomic classification",Sphingobium wenxiniae DSM 21828,DOE Joint Genome Institute (JGI),2828337626,4170745,4303
2684623227,Bacteria,Finished,Citromicrobium sp. JL477 Genome sequencing and assembly,Citromicrobium sp. JL477,Xiamen university,2684623227,3258499,3220
2891692354,Bacteria,Permanent Draft,Nitratireductor sp. CAU 1489 genome sequencing,Nitratireductor arenosus CAU 1489,Chung-Ang University,2891692354,4806568,4779
2516653004,Bacteria,Permanent Draft,Rhodopseudomonas palustris sequencing - Univ of Washington,Rhodopseudomonas palustris 420L,University of Washington,2516653004,5131818,5483
2758568013,Bacteria,Finished,Genome sequencing of Bosea sp. AS-1,Bosea sp. AS-1,"China University of Geosciences, Beijing",2758568013,5838389,5763
2767802104,Bacteria,Permanent Draft,Genome mining of actinomycete strains to discover natural products,Streptomyces purpurogeneiscleroticus NRRL B-2952,"University of Illinois, Urbana-Champaign",2767802104,6880974,6726
2788500365,Bacteria,Finished,Aminobacter sp. MSH1 genome sequencing,Aminobacter sp. MSH1,Aarhus University,2788500365,6321606,6270
2837438392,Bacteria,Permanent Draft,"Drinking water biofilms microbial communities from hospital in Ohio, USA",Porphyrobacter donghaensis CCH17-B8,"Georgia Institute of Technology, U.S. Environmental Protection Agency",2837438392,3827302,3939
2568526116,Bacteria,Permanent Draft,"Isolation of previously unrecognized bacteria from blood of patients, FDA",Afipia sp. NBIMC_P1-C1,U.S. Food and Drug Administration,2568526116,5133308,4973
2906321335,Bacteria,Permanent Draft,Sequencing of a global collection of 1315 chickpea nodulating Mesorhizobium strains,Mesorhizobium sp. M2D.F.Ca.ET.206.01.1.1,"University of California, Davis",2906321335,6579571,6917
2839916281,Bacteria,Finished,Luteithermobacter gelatinilyticus MEBiC09520 genome sequencing,Luteithermobacter gelatinilyticus MEBiC09520,Korea Institute of Ocean Science and Technology (KIOST),2839916281,3145891,2891
2841517901,Bacteria,Finished,Methylobacterium currus PR1016A genome sequencing,Methylobacterium currus PR1016A,Korea university,2841517901,7745135,7460
2906315399,Bacteria,Permanent Draft,Mesorhizobia in Australia,Mesorhizobium sp. B1-1-4,Curtin University,2906315399,5937658,5935
2900182487,Bacteria,Permanent Draft,"Salt marsh sediment microbial community from Stiffkey, United Kingdom",Novosphingobium sp. BW1,Heriot-Watt University,2900182487,4460758,4380
2681813562,Bacteria,Permanent Draft,"Genomic Encyclopedia of Archaeal and Bacterial Type Strains, Phase II (KMG-II): from individual species to whole genera",Paracoccus saliphilus DSM 18447,DOE Joint Genome Institute (JGI),2681813562,4570660,4442
2795386120,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase IV (KMG-IV): sequencing the most valuable type-strain genomes for metagenomic binning, comparative biology and taxonomic classification",Variibacter gotjawalensis DSM 29671,DOE Joint Genome Institute (JGI),2795386120,4586032,4518
2927501424,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase IV (KMG-V): Genome sequencing to study the core and pangenomes of soil and plant-associated prokaryotes",Bradyrhizobium japonicum USDA 66a,DOE Joint Genome Institute (JGI),2927501424,9225047,9036
2731957887,Bacteria,Permanent Draft,To understand ecology and evolution of rice seed associated bacteria by whole genome sequencing,Methylobacterium indicum NS228,"Bacterial Genomics and Evolution Laboratory, CSIR-Institute of Microbial Technology",2731957887,6248449,5943
2740891995,Bacteria,Finished,Draft genome sequence of Rhizobium favelukesii LPU83,Rhizobium favelukesii LPU83,Bielefeld University,2740891995,7569648,7785
2924762789,Bacteria,Permanent Draft,Genome sequencing of Mesorhizobia from legumes,Mesorhizobium sp. WSM4303,Curtin University,2924762789,6561353,6593
2882589829,Bacteria,Permanent Draft,Sphingomonas crusticola MIMD3 genome sequencing,Sphingomonas crusticola MIMD3,inner mongolia aricultual university,2882589829,3367145,3232
2884196110,Bacteria,Finished,Nitratireductor sp. SY7 genome sequencing,Nitratireductor sp. SY7,Zhejiang University,2884196110,4855325,4816
2710724204,Bacteria,Permanent Draft,Phycosphere-associated microbial communities from algal ponds,Methylobacterium sp. B4,DOE Joint Genome Institute (JGI),2710724204,5122509,4864
2852653556,Bacteria,Permanent Draft,Plant growth-promoting bacteria from the rhizosphere of the beachgrass Ammophila breviligulata,Sphingopyxis sp. JAI108,DOE Joint Genome Institute (JGI),2852653556,4050083,3861
2906602504,Bacteria,Permanent Draft,Genome sequencing of Bradyrhizobium guangzhouense CCBAU 53426,Bradyrhizobium guangzhouense CCBAU 53426,China Agricultural University,2906602504,8295279,7819
2918961435,Bacteria,Permanent Draft,Dissecting the diversity of rare earth-dependent plant-microbiome interactions,Methylorubrum zatmanii SLI 384,DOE Joint Genome Institute (JGI),2918961435,5532827,5271
2927270008,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase IV (KMG-V): Genome sequencing to study the core and pangenomes of soil and plant-associated prokaryotes",Bradyrhizobium japonicum USDA 35,DOE Joint Genome Institute (JGI),2927270008,10300319,10385
2744054659,Bacteria,Permanent Draft,Sphingobium yanoikuyae strain CD09_2 genome sequencing and assembly,Sphingobium yanoikuyae CD09_2,Institute of Microbial Technology,2744054659,5503838,5329
2778261233,Bacteria,Permanent Draft,Draft Metagenome-assembled Genomes from Global Oceans - TOBG MAGs,Sphingomonadaceae bacterium EAC97,"CEA Genoscope, Canada's Michael Smith Genome Sciences Centre",2778261233,2112212,2079
2918987250,Bacteria,Permanent Draft,Dissecting the diversity of rare earth-dependent plant-microbiome interactions,Methylorubrum extorquens SLI 716,DOE Joint Genome Institute (JGI),2918987250,5609655,5347
2833881031,Bacteria,Permanent Draft,"Drinking water biofilms microbial communities from hospital in Ohio, USA",Blastomonas sp. CCH1-A6,"Georgia Institute of Technology, U.S. Environmental Protection Agency",2833881031,4716572,5083
2882289281,Bacteria,Permanent Draft,Chromobacterium sphagni IIBBL 14B-1 genome sequencing,Chromobacterium sphagni IIBBL 14B-1,"U.S. Department of Agriculture, Agricultural Research Service",2882289281,4742027,4837
2928027323,Bacteria,Permanent Draft,"Sorghum-associated microbial communities from plants grown in Nebraska, USA",Sphingomonas sp. 1185,DOE Joint Genome Institute (JGI),2928027323,4382488,3984
2906680286,Bacteria,Permanent Draft,Sphingomonas sp. L-1-4w-11 genome sequencing,Sphingomonas sp. L-1-4w-11,Institute Of Microbiology Chinese Academy of Sciences,2906680286,3268803,3273
649633066,Bacteria,Finished,CSP_300131_795687,Mesorhizobium ciceri bv. biserrulae WSM1271,DOE Joint Genome Institute (JGI),649633066,6690028,6531
2824609381,Bacteria,Permanent Draft,Evolution and phylogenomics of peanut bardyrhizobia,Bradyrhizobium sp. HAMBI 2134,"Institute of Biotechnology, University of Helsinki",2824609381,8672835,8490
2681813217,Bacteria,Permanent Draft,"Genome sequencing of isolates from drinking water distribution system in Cincinnati, Ohio",Sphingopyxis sp. H050,US Environmental Protection Agency (EPA),2681813217,4362828,4216
2842045827,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase IV (KMG-V): Genome sequencing to study the core and pangenomes of soil and plant-associated prokaryotes",Bradyrhizobium centrosematis SEMIA 431,DOE Joint Genome Institute (JGI),2842045827,8006841,7765
2903528002,Bacteria,Permanent Draft,Mesorhizobium loti R7ANS::ICEMlSym2037 genome sequencing,Mesorhizobium loti R7ANS::ICEMlSym2037,Curtin University,2903528002,6586099,6587
2781126058,Bacteria,Permanent Draft,Systems level insights into methane cycling in arid and semi-arid ecosystems,Bradyrhizobium sp. R2.2-H,DOE Joint Genome Institute (JGI),2781126058,8046194,7621
2513237139,Bacteria,Permanent Draft,GEBA - Root Nodulating Bacteria,Bradyrhizobium ottawaense USDA 4,DOE Joint Genome Institute (JGI),2513237139,8737671,8243
2919646609,Bacteria,Permanent Draft,"Sorghum-associated microbial communities from plants grown in Nebraska, USA",Sphingopyxis sp. BE249,DOE Joint Genome Institute (JGI),2919646609,4823558,4695
2582580774,Bacteria,Permanent Draft,"Hyphomonas genome sequencing - The Third Institute of State Oceanic Administration (SOA), China",Hyphomonas chukchiensis BH-BN04-4,"Third Institute of Oceanography, State Oceanic Administration",2582580774,3857634,3823
2825037131,Bacteria,Permanent Draft,Understanding the reciprocal impacts of modified plant cell wall and associated microbiome,Novosphingobium sp. BK352,DOE Joint Genome Institute (JGI),2825037131,4894844,4456
2606217776,Bacteria,Permanent Draft,Plant associated metagenomes--Microbial community diversity and host control of community assembly across model and emerging plant ecological genomics systems.,Methylobacterium sp. UNCCL143,"University of North Carolina, Chapel Hill",2606217776,6606012,6357
2831941152,Bacteria,Permanent Draft,Genome sequencing of bacterial isolates from karst cave,Oleomonas sp. K1W22B-8,Chinese Academy of Sciences,2831941152,5643452,5969
2516143110,Bacteria,Permanent Draft,Agrobacterium albertimagni AOL15,Agrobacterium albertimagni AOL15,University of Illinois,2516143110,5085320,4911
2818991467,Bacteria,Permanent Draft,"Sorghum-associated microbial communities from plants grown in Nebraska, USA",Bosea vestrisii 3192,DOE Joint Genome Institute (JGI),2818991467,5893227,5648
2867947244,Bacteria,Permanent Draft,Exploring microbial biodiversity for novel pathways involved in the catabolism of aromatic compounds derived from lignin,Sphingomonas sp. R1S3D,DOE Joint Genome Institute (JGI),2867947244,5564539,5263
2894305486,Bacteria,Permanent Draft,Microvirga brassicacearum CDVBN77 genome sequencing,Microvirga brassicacearum CDVBN77,University of Salamanca,2894305486,5220401,5120
2833898240,Bacteria,Permanent Draft,"Drinking water biofilms microbial communities from hospital in Ohio, USA",Blastomonas sp. CCH9-A1,"Georgia Institute of Technology, U.S. Environmental Protection Agency",2833898240,4200130,4161
2643221864,Bacteria,Permanent Draft,Genome sequencing of Arabidopsis leaf and root microbiota representing the majority of bacterial species in their natural communities,Methylobacterium sp. Leaf92,Max Planck Institute for Plant Breeding Research,2643221864,5453864,5211
2546825546,Bacteria,Permanent Draft,Genomes of fifty methylotrophs isolated from Lake Washington,Methylobacterium sp. 10,DOE Joint Genome Institute (JGI),2546825546,4982370,4748
2738541342,Bacteria,Permanent Draft,The evolution of family Rhizobiaceae,Rhizobium helianthi CGMCC 1.12192,Major Bio,2738541342,4189480,3953
2561511202,Bacteria,Finished,Genome sequencing of Sphingomonas sp. MM-1,Sphingomonas sp. MM-1,Tohoku University,2561511202,4633613,4418
2922130491,Bacteria,Permanent Draft,Sequencing of a global collection of 1315 chickpea nodulating Mesorhizobium strains,Mesorhizobium sp. M00.F.Ca.ET.038.03.1.1,"University of California, Davis",2922130491,7173936,8679
2516653050,Bacteria,Permanent Draft,Genomes of fifty methylotrophs isolated from Lake Washington,Methylopila sp. M107,DOE Joint Genome Institute (JGI),2516653050,4453493,4275
2824854097,Bacteria,Permanent Draft,Understanding the reciprocal impacts of modified plant cell wall and associated microbiome,Rhizobium sp. BK252,DOE Joint Genome Institute (JGI),2824854097,6612577,6418
2874109183,Bacteria,Permanent Draft,Sequencing of a global collection of 1315 chickpea nodulating Mesorhizobium strains,Mesorhizobium sp. M7A.T.Ca.TU.009.02.1.1,"University of California, Davis",2874109183,6517025,7409
2643221841,Bacteria,Permanent Draft,Genome sequencing of Arabidopsis leaf and root microbiota representing the majority of bacterial species in their natural communities,Methylobacterium sp. Leaf88,Max Planck Institute for Plant Breeding Research,2643221841,5031274,4797
2799112289,Bacteria,Permanent Draft,Understanding the reciprocal impacts of modified plant cell wall and associated microbiome,Rhizobium sp. BK333,DOE Joint Genome Institute (JGI),2799112289,8009468,7739
2671180498,Bacteria,Permanent Draft,"Genome sequencing of isolates from drinking water distribution system in Cincinnati, Ohio",Sphingopyxis sp. H081,US Environmental Protection Agency (EPA),2671180498,4305927,4264
2825168233,Bacteria,Permanent Draft,Understanding the reciprocal impacts of modified plant cell wall and associated microbiome,Novosphingobium sp. BK540,DOE Joint Genome Institute (JGI),2825168233,4895107,4452
2917523761,Bacteria,Permanent Draft,Dissecting the diversity of rare earth-dependent plant-microbiome interactions,Methylorubrum extorquens SLI 223,DOE Joint Genome Institute (JGI),2917523761,5504362,5222
2855442136,Bacteria,Permanent Draft,Sphingobium sp. EO9 genome sequencing,Sphingobium sp. EO9,Chung-Ang University,2855442136,5043023,5037
2660238680,Bacteria,Permanent Draft,Genome Sequencing of microsymbionts nodulating soybean plants,Bradyrhizobium japonicum CCBAU 83623,China Agricultural University,2660238680,9935708,10445
2643221686,Bacteria,Permanent Draft,Genome sequencing of Arabidopsis leaf and root microbiota representing the majority of bacterial species in their natural communities,Rhizobium sp. Root1334,Max Planck Institute for Plant Breeding Research,2643221686,6310811,6061
2706794532,Bacteria,Permanent Draft,Mesorhizobium  species genome sequencing - University of Southern California,Mesorhizobium sp. LNJC395A00,University of Southern California,2706794532,6331752,6215
2837455513,Bacteria,Permanent Draft,Phenylobacterium sp. LX32 genome sequencing,Phenylobacterium soli LX32,Huazhong Agricultural University,2837455513,4024128,4101
2788500585,Bacteria,Permanent Draft,Draft Metagenome-assembled Genomes from Global Oceans - TOBG MAGs,Sphingobium sp. NP43,"CEA Genoscope, Canada's Michael Smith Genome Sciences Centre",2788500585,5511802,5458
2912094490,Bacteria,Finished,Comparative Genomics of Select Completed Symbiotic Mesorhizobium Genomes,Mesorhizobium sp. NZP2077,University of Otago,2912094490,7194900,7259
2706794542,Bacteria,Permanent Draft,Mesorhizobium  species genome sequencing - University of Southern California,Mesorhizobium sp. L2C067A000,University of Southern California,2706794542,6673493,6626
2837378052,Bacteria,Permanent Draft,Stappia sp. P2PMeth1 genome sequencing,Stappia sp. P2PMeth1,Griffith University,2837378052,5493924,5110
2927336058,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase IV (KMG-V): Genome sequencing to study the core and pangenomes of soil and plant-associated prokaryotes",Bradyrhizobium japonicum USDA 44,DOE Joint Genome Institute (JGI),2927336058,9135627,8875
2926983644,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase IV (KMG-V): Genome sequencing to study the core and pangenomes of soil and plant-associated prokaryotes",Bradyrhizobium japonicum USDA 21,DOE Joint Genome Institute (JGI),2926983644,8905963,8607
2882872387,Bacteria,Permanent Draft,Bradyrhizobium sp. AS23.2 genome sequencing,Bradyrhizobium sp. AS23.2,Federal University of Rio de Janeiro,2882872387,8705448,8954
2724679232,Bacteria,Permanent Draft,Genome sequencing and assembly of Vavilovia formosa symbionts,Rhizobium leguminosarum Vaf12,All-Russia Research Institute for Agricultural Microbiology,2724679232,7646494,7469
2708742414,Bacteria,Permanent Draft,Aquatic microbiome from duckweeds obtained from Rutgers Duckweed Stock Cooperative (RDSC),Bosea sp. TND4EK4,DOE Joint Genome Institute (JGI),2708742414,4718307,4491
2643221929,Bacteria,Permanent Draft,Genome sequencing of Arabidopsis leaf and root microbiota representing the majority of bacterial species in their natural communities,Methylobacterium sp. Leaf361,Max Planck Institute for Plant Breeding Research,2643221929,6849062,6686
2889010040,Bacteria,Finished,Sequencing of a global collection of 1315 chickpea nodulating Mesorhizobium strains,Mesorhizobium sp. M2A.F.Ca.ET.043.05.1.1,"University of California, Davis",2889010040,6749192,6691
647000225,Bacteria,Permanent Draft,Citromicrobium bathyomarinum JL354,Citromicrobium bathyomarinum JL354,Huazhong Agricultural University,647000225,3273334,3283
2846780681,Bacteria,Finished,Agrobacterium tumefaciens CFBP6625 genome sequencing,Agrobacterium tumefaciens CFBP6625,Academia Sinica,2846780681,5839776,5730
2914929428,Bacteria,Finished,PromA plasmids of Hydrogenophaga genomes,Hydrogenophaga sp. PBL-H3(B2),Leibniz Institute of Baltic Sea Research,2914929428,4818426,4631
2675903224,Bacteria,Permanent Draft,"Genomic Encyclopedia of Archaeal and Bacterial Type Strains, Phase II (KMG-II): from individual species to whole genera",Bosea sp. DSM 18164,DOE Joint Genome Institute (JGI),2675903224,6338140,6250
2568526178,Bacteria,Permanent Draft,Rhodopseudomonas palustris JSC-3b,Rhodopseudomonas palustris JSC-3b,Hunan Agricultural University,2568526178,4065668,3768
2924726620,Bacteria,Permanent Draft,Sequencing of a global collection of 1315 chickpea nodulating Mesorhizobium strains,Mesorhizobium sp. M1A.F.Ca.IN.020.03.2.1,"University of California, Davis",2924726620,6271473,6742
2576861485,Bacteria,Permanent Draft,Bradyrhizobium japonicum SEMIA 5080,Bradyrhizobium japonicum SEMIA 5080,EMBRAPA,2576861485,8955776,7772
2537561732,Bacteria,Permanent Draft,Novosphingobium sp. Rr 2-17,Novosphingobium sp. Rr 2-17,Rochester Institute of Technology,2537561732,4539029,4352
2855891247,Bacteria,Permanent Draft,"Drinking water biofilms microbial communities from hospital in Ohio, USA",Novosphingobium sp. CCH12-A3,"Georgia Institute of Technology, U.S. Environmental Protection Agency",2855891247,5442737,5521
2843405483,Bacteria,Permanent Draft,Genome sequencing of bacterial type strains from NCTC culture collection,Chromobacterium violaceum NCTC 9370,Wellcome Trust Sanger Institute,2843405483,5145802,5135
2885401394,Bacteria,Permanent Draft,Bradyrhizobium sp. CNPSo 3424 genome sequencing,Bradyrhizobium sp. CNPSo 3424,Brazilian Agricultural Research Corporation,2885401394,8325748,8196
2654587500,Bacteria,Permanent Draft,Genome sequencing of HCH degrading microbes isolated from Czech soil,Novosphingobium barchaimii LL02,Commonwealth Scientific and Industrial Research Organisation (CSIRO),2654587500,5307348,5076
2824814536,Bacteria,Permanent Draft,Understanding the reciprocal impacts of modified plant cell wall and associated microbiome,Rhizobium sp. BK060,DOE Joint Genome Institute (JGI),2824814536,6488031,6538
2927895256,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase IV (KMG-V): Genome sequencing to study the core and pangenomes of soil and plant-associated prokaryotes",Bradyrhizobium japonicum USDA 96,DOE Joint Genome Institute (JGI),2927895256,9340204,9165
2687453392,Bacteria,Finished,Mesorhizobium ciceri biovar biserrulae WSM1284 genome sequencing,Mesorhizobium ciceri biserrulae WSM1284,Murdoch University,2687453392,6880454,6583
2835416012,Bacteria,Permanent Draft,Understanding the reciprocal impacts of modified plant cell wall and associated microbiome,Rhizobium sp. BK538,DOE Joint Genome Institute (JGI),2835416012,6092985,6167
2902387293,Bacteria,Permanent Draft,AAP Bacteria from Wheat Phyllosphere,Methylobacterium sp. WL18,Aarhus University,2902387293,5828076,6966
2630968318,Bacteria,Permanent Draft,Sphingomonas sp. MEA3-1 genome sequencing,Sphingomonas sp. MEA3-1,Nanjing Agricultural University,2630968318,6851265,6856
2791354775,Bacteria,Finished,Methylobacterium extorquens TK 0001 genome sequencing,Methylorubrum extorquens TK 0001,CEA Genoscope,2791354775,5715512,5525
2842038055,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase IV (KMG-V): Genome sequencing to study the core and pangenomes of soil and plant-associated prokaryotes",Bradyrhizobium centrosematis SEMIA 424,DOE Joint Genome Institute (JGI),2842038055,8002051,7771
2599185301,Bacteria,Permanent Draft,Comparative genomics of bacterial root endophytes of switchgrass collected from native prairies over two seasons,Mesorhizobium sp. NFR06,DOE Joint Genome Institute (JGI),2599185301,6161860,5979
2651870122,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase III (KMG-III): the genomes of soil and plant-associated and newly described type strains",Bradyrhizobium sp. Ghvi,DOE Joint Genome Institute (JGI),2651870122,7925674,7566
2928380500,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase IV (KMG-IV): sequencing the most valuable type-strain genomes for metagenomic binning, comparative biology and taxonomic classification",Mesorhizobium hawassense DSM 29666,DOE Joint Genome Institute (JGI),2928380500,7215039,7077
2871495908,Bacteria,Permanent Draft,Sequencing of a global collection of 1315 chickpea nodulating Mesorhizobium strains,Mesorhizobium sp. M1C.F.Ca.ET.193.01.1.1,"University of California, Davis",2871495908,6935695,7307
2513237141,Bacteria,Permanent Draft,GEBA - Root Nodulating Bacteria,Bradyrhizobium sp. TV2a.2,DOE Joint Genome Institute (JGI),2513237141,8496279,8181
2648501366,Bacteria,Permanent Draft,Comparative genomic analysis of Citromicrobium spp. strains,Citromicrobium sp. RCC1885,Xiamen university,2648501366,3281707,3262
2871466892,Bacteria,Permanent Draft,Sequencing of a global collection of 1315 chickpea nodulating Mesorhizobium strains,Mesorhizobium sp. M7D.F.Ca.US.004.01.2.1,"University of California, Davis",2871466892,6923287,7555
2825248085,Bacteria,Permanent Draft,Understanding the reciprocal impacts of modified plant cell wall and associated microbiome,Novosphingobium sp. BK626,DOE Joint Genome Institute (JGI),2825248085,4894448,4453
2904711408,Bacteria,Permanent Draft,Bradyrhizobium sp. USDA 3456 genome sequencing,Bradyrhizobium sp. USDA 3456,Washington State University,2904711408,9771557,9545
2871488783,Bacteria,Permanent Draft,Sequencing of a global collection of 1315 chickpea nodulating Mesorhizobium strains,Mesorhizobium sp. M4B.F.Ca.ET.203.01.1.1,"University of California, Davis",2871488783,6929816,7124
2706794541,Bacteria,Permanent Draft,Mesorhizobium  species genome sequencing - University of Southern California,Mesorhizobium sp. L2C084A000,University of Southern California,2706794541,6634331,6518
2643221886,Bacteria,Permanent Draft,Genome sequencing of Arabidopsis leaf and root microbiota representing the majority of bacterial species in their natural communities,Methylobacterium sp. Leaf125,Max Planck Institute for Plant Breeding Research,2643221886,5452632,5154
2738541321,Bacteria,Permanent Draft,The evolution of family Rhizobiaceae,Rhizobium smilacinae CCTCC AB 2013016,Major Bio,2738541321,6005621,5775
2791355127,Bacteria,Permanent Draft,Mesorhizobium prunaredense STM4891 genome sequencing,Mesorhizobium prunaredense STM4891,French Agricultural Research Centre for International Development (CIRAD),2791355127,7003796,6818
2619619301,Bacteria,Permanent Draft,Novosphingobium sp. MD-1,Novosphingobium sp. MD-1,Akita Prefectural University,2619619301,4617766,4221
